OpenROAD v2.0-17941-g7fb347f37 
Features included (+) or not (-): +GPU +GUI +Python
This program is licensed under the BSD-3 license. See the LICENSE file for details.
Components of this program may be licensed under more restrictive licenses which must be honored.
[INFO ORD-0030] Using 8 thread(s).
global_route -congestion_report_file ./reports/sky130hd/sha256_unrolled_pipelined/base/congestion.rpt -congestion_iterations 30 -congestion_report_iter_step 5 -verbose
[INFO GRT-0020] Min routing layer: met1
[INFO GRT-0021] Max routing layer: met5
[INFO GRT-0022] Global adjustment: 0%
[INFO GRT-0023] Grid origin: (0, 0)
[INFO GRT-0043] No OR_DEFAULT vias defined.
[INFO GRT-0088] Layer li1     Track-Pitch = 0.4600  line-2-Via Pitch: 0.3400
[INFO GRT-0088] Layer met1    Track-Pitch = 0.3400  line-2-Via Pitch: 0.3400
[INFO GRT-0088] Layer met2    Track-Pitch = 0.4600  line-2-Via Pitch: 0.3500
[INFO GRT-0088] Layer met3    Track-Pitch = 0.6800  line-2-Via Pitch: 0.6150
[INFO GRT-0088] Layer met4    Track-Pitch = 0.9200  line-2-Via Pitch: 1.0400
[INFO GRT-0088] Layer met5    Track-Pitch = 3.4000  line-2-Via Pitch: 3.1100
[INFO GRT-0019] Found 335 clock nets.
[INFO GRT-0001] Minimum degree: 2
[INFO GRT-0002] Maximum degree: 257
[INFO GRT-0003] Macros: 0
[INFO GRT-0043] No OR_DEFAULT vias defined.
[INFO GRT-0004] Blockages: 130278

[INFO GRT-0053] Routing resources analysis:
          Routing      Original      Derated      Resource
Layer     Direction    Resources     Resources    Reduction (%)
---------------------------------------------------------------
li1        Vertical            0             0          0.00%
met1       Horizontal     180975         64850          64.17%
met2       Vertical       135755         88736          34.64%
met3       Horizontal      90440         65636          27.43%
met4       Vertical        54435         31584          41.98%
met5       Horizontal      18050          8930          50.53%
---------------------------------------------------------------

[INFO GRT-0101] Running extra iterations to remove overflow.
[INFO GRT-0197] Via related to pin nodes: 128634
[INFO GRT-0198] Via related Steiner nodes: 4307
[INFO GRT-0199] Via filling finished.
[INFO GRT-0111] Final number of vias: 171985
[INFO GRT-0112] Final usage 3D: 648405

[INFO GRT-0096] Final congestion report:
Layer         Resource        Demand        Usage (%)    Max H / Max V / Total Overflow
---------------------------------------------------------------------------------------
li1                  0             0            0.00%             0 /  0 /  0
met1             64850         33644           51.88%             0 /  0 /  0
met2             88736         55243           62.26%             0 /  0 /  0
met3             65636         28238           43.02%             0 /  0 /  0
met4             31584         12904           40.86%             0 /  0 /  0
met5              8930          2421           27.11%             0 /  0 /  0
---------------------------------------------------------------------------------------
Total           259736        132450           50.99%             0 /  0 /  0

[INFO GRT-0018] Total wirelength: 1318127 um
[INFO GRT-0014] Routed nets: 17844
Perform buffer insertion and gate resizing...
repair_design 
[INFO RSZ-0058] Using max wire length 2154um.
Placement Analysis
---------------------------------
total displacement          0.0 u
average displacement        0.0 u
max displacement            0.0 u
original HPWL          672640.1 u
legalized HPWL         672640.1 u
delta HPWL                    0 %

Repair setup and hold violations...
repair_timing -verbose -setup_margin 0 -hold_margin 0 -repair_tns 100
[INFO RSZ-0094] Found 47 endpoints with setup violations.
[INFO RSZ-0099] Repairing 47 out of 47 (100.00%) violating endpoints...
   Iter   | Removed | Resized | Inserted | Cloned |  Pin  |    WNS   |   TNS      |  Viol  | Worst
      260 |       0 |      61 |       25 |      1 |    52 |   -1.244 |      -11.7 |     47 | hash.p3_cap\[31\]$_DFF_P_/D
      269 |       0 |      62 |       25 |      1 |    51 |   -1.244 |      -11.5 |     47 | hash.p3_cap\[31\]$_DFF_P_/D
      270 |       0 |      62 |       25 |      1 |    51 |   -1.244 |      -11.5 |     47 | hash.p3_cap\[31\]$_DFF_P_/D
      280 |       0 |      69 |       25 |      1 |    54 |   -1.244 |      -11.1 |     47 | hash.p3_cap\[31\]$_DFF_P_/D
      286 |       0 |      70 |       25 |      1 |    52 |   -1.244 |      -11.1 |     47 | hash.p3_cap\[31\]$_DFF_P_/D
      290 |       0 |      73 |       25 |      1 |    52 |   -1.271 |      -11.4 |     47 | hash.p3_cap\[31\]$_DFF_P_/D
      300 |       0 |      77 |       27 |      1 |    57 |   -1.286 |      -12.1 |     47 | hash.p3_cap\[31\]$_DFF_P_/D
      304 |       0 |      71 |       26 |      1 |    52 |   -1.244 |      -11.1 |     47 | hash.p3_cap\[31\]$_DFF_P_/D
      309 |       0 |      72 |       26 |      1 |    52 |   -1.244 |      -11.1 |     47 | hash.p3_cap\[31\]$_DFF_P_/D
      310 |       0 |      72 |       26 |      1 |    52 |   -1.244 |      -11.1 |     47 | hash.p3_cap\[31\]$_DFF_P_/D
      320 |       0 |      80 |       26 |      1 |    54 |   -1.312 |      -11.5 |     47 | hash.p3_cap\[31\]$_DFF_P_/D
      329 |       0 |      75 |       26 |      1 |    52 |   -1.244 |      -10.9 |     47 | hash.p3_cap\[31\]$_DFF_P_/D
      330 |       0 |      75 |       26 |      1 |    52 |   -1.244 |      -10.9 |     47 | hash.p3_cap\[31\]$_DFF_P_/D
      336 |       0 |      75 |       26 |      1 |    52 |   -1.244 |      -10.9 |     47 | hash.p3_cap\[31\]$_DFF_P_/D
      340 |       0 |      78 |       26 |      1 |    52 |   -1.282 |      -10.9 |     47 | hash.p3_cap\[31\]$_DFF_P_/D
      341 |       0 |      75 |       26 |      1 |    52 |   -1.244 |      -10.9 |     47 | hash.p3_cap\[31\]$_DFF_P_/D
      350 |       0 |      80 |       26 |      1 |    55 |   -1.298 |      -11.5 |     47 | hash.p3_cap\[31\]$_DFF_P_/D
      360 |       1 |      87 |       26 |      1 |    57 |   -1.316 |      -11.2 |     47 | hash.p3_cap\[31\]$_DFF_P_/D
      360 |       0 |      76 |       26 |      1 |    52 |   -1.244 |      -10.9 |     47 | hash.p3_cap\[31\]$_DFF_P_/D
      370 |       0 |      84 |       26 |      1 |    53 |   -1.312 |      -11.4 |     47 | hash.p3_cap\[31\]$_DFF_P_/D
      373 |       0 |      77 |       26 |      1 |    52 |   -1.244 |      -10.9 |     47 | hash.p3_cap\[31\]$_DFF_P_/D
      380 |       0 |      83 |       26 |      1 |    52 |   -1.285 |      -11.2 |     47 | hash.p3_cap\[31\]$_DFF_P_/D
      383 |       0 |      79 |       26 |      1 |    52 |   -1.244 |      -10.9 |     47 | hash.p3_cap\[31\]$_DFF_P_/D
      390 |       0 |      82 |       26 |      1 |    55 |   -1.262 |      -11.0 |     47 | hash.p3_cap\[31\]$_DFF_P_/D
      395 |       0 |      79 |       26 |      1 |    52 |   -1.250 |      -11.0 |     47 | hash.p3_cap\[31\]$_DFF_P_/D
      397 |       0 |      80 |       26 |      1 |    52 |   -1.250 |      -10.9 |     45 | hash.p3_cap\[31\]$_DFF_P_/D
      398 |       0 |      80 |       26 |      1 |    52 |   -1.250 |      -10.9 |     44 | hash.p3_cap\[31\]$_DFF_P_/D
      399 |       0 |      80 |       26 |      1 |    52 |   -1.250 |      -10.9 |     43 | hash.p3_cap\[31\]$_DFF_P_/D
      400 |       0 |      80 |       26 |      1 |    52 |   -1.250 |      -10.9 |     43 | hash.p3_cap\[31\]$_DFF_P_/D
      410 |       0 |      83 |       31 |      1 |    58 |   -1.250 |      -10.3 |     43 | hash.p3_cap\[31\]$_DFF_P_/D
      420 |       0 |      88 |       33 |      1 |    62 |   -1.250 |      -10.0 |     43 | hash.p3_cap\[31\]$_DFF_P_/D
      423 |       0 |      91 |       33 |      1 |    62 |   -1.250 |       -9.9 |     41 | hash.p3_cap\[31\]$_DFF_P_/D
      424 |       0 |      91 |       33 |      1 |    62 |   -1.250 |       -9.9 |     40 | hash.p3_cap\[31\]$_DFF_P_/D
      430 |       0 |      95 |       33 |      1 |    63 |   -1.250 |       -9.7 |     40 | hash.p3_cap\[31\]$_DFF_P_/D
      438 |       0 |     100 |       33 |      1 |    66 |   -1.250 |       -9.5 |     38 | hash.p3_cap\[31\]$_DFF_P_/D
      439 |       0 |     100 |       33 |      1 |    66 |   -1.250 |       -9.5 |     37 | hash.p3_cap\[31\]$_DFF_P_/D
      440 |       0 |     100 |       33 |      1 |    66 |   -1.250 |       -9.5 |     37 | hash.p3_cap\[31\]$_DFF_P_/D
      440 |       0 |     100 |       33 |      1 |    66 |   -1.250 |       -9.5 |     36 | hash.p3_cap\[31\]$_DFF_P_/D
      441 |       0 |     100 |       33 |      1 |    66 |   -1.250 |       -9.5 |     35 | hash.p3_cap\[31\]$_DFF_P_/D
      442 |       0 |     100 |       33 |      1 |    66 |   -1.250 |       -9.5 |     34 | hash.p3_cap\[31\]$_DFF_P_/D
      450 |       0 |     103 |       33 |      1 |    70 |   -1.250 |       -9.5 |     34 | hash.p3_cap\[31\]$_DFF_P_/D
      460 |       0 |     103 |       33 |      1 |    80 |   -1.250 |       -9.5 |     34 | hash.p3_cap\[31\]$_DFF_P_/D
      470 |       0 |     104 |       35 |      1 |    88 |   -1.250 |       -9.7 |     34 | hash.p3_cap\[31\]$_DFF_P_/D
      480 |       0 |     108 |       35 |      2 |    93 |   -1.250 |       -9.5 |     34 | hash.p3_cap\[31\]$_DFF_P_/D
      487 |       0 |     109 |       35 |      2 |    93 |   -1.250 |       -9.5 |     34 | hash.p3_cap\[31\]$_DFF_P_/D
      488 |       0 |     109 |       35 |      2 |    93 |   -1.250 |       -9.5 |     33 | hash.p3_cap\[31\]$_DFF_P_/D
      489 |       0 |     109 |       35 |      2 |    93 |   -1.250 |       -9.5 |     32 | hash.p3_cap\[31\]$_DFF_P_/D
      490 |       0 |     109 |       35 |      2 |    93 |   -1.250 |       -9.5 |     32 | hash.p3_cap\[31\]$_DFF_P_/D
      491 |       0 |     110 |       35 |      2 |    93 |   -1.250 |       -9.5 |     30 | hash.p3_cap\[31\]$_DFF_P_/D
      492 |       0 |     110 |       35 |      2 |    93 |   -1.250 |       -9.5 |     29 | hash.p3_cap\[31\]$_DFF_P_/D
      493 |       0 |     110 |       35 |      2 |    93 |   -1.250 |       -9.5 |     28 | hash.p3_cap\[31\]$_DFF_P_/D
      494 |       0 |     110 |       35 |      2 |    93 |   -1.250 |       -9.5 |     27 | hash.p3_cap\[31\]$_DFF_P_/D
      495 |       0 |     110 |       35 |      2 |    93 |   -1.250 |       -9.5 |     26 | hash.p3_cap\[31\]$_DFF_P_/D
      496 |       0 |     110 |       35 |      2 |    93 |   -1.250 |       -9.5 |     25 | hash.p3_cap\[31\]$_DFF_P_/D
      497 |       0 |     110 |       35 |      2 |    93 |   -1.250 |       -9.5 |     24 | hash.p3_cap\[31\]$_DFF_P_/D
      498 |       0 |     110 |       35 |      2 |    93 |   -1.250 |       -9.5 |     23 | hash.p3_cap\[31\]$_DFF_P_/D
      500 |       0 |     110 |       35 |      3 |    93 |   -1.250 |       -9.4 |     22 | hash.p3_cap\[31\]$_DFF_P_/D
      500 |       0 |     110 |       35 |      3 |    93 |   -1.250 |       -9.4 |     21 | hash.p3_cap\[31\]$_DFF_P_/D
      502 |       0 |     110 |       35 |      4 |    93 |   -1.250 |       -9.3 |     19 | hash.p3_cap\[31\]$_DFF_P_/D
      503 |       0 |     110 |       35 |      4 |    93 |   -1.250 |       -9.3 |     18 | hash.p3_cap\[31\]$_DFF_P_/D
      504 |       0 |     110 |       35 |      4 |    93 |   -1.250 |       -9.3 |     17 | hash.p3_cap\[31\]$_DFF_P_/D
      505 |       0 |     110 |       35 |      4 |    93 |   -1.250 |       -9.3 |     16 | hash.p3_cap\[31\]$_DFF_P_/D
      506 |       0 |     110 |       35 |      4 |    93 |   -1.250 |       -9.3 |     15 | hash.p3_cap\[31\]$_DFF_P_/D
      507 |       0 |     110 |       35 |      4 |    93 |   -1.250 |       -9.3 |     14 | hash.p3_cap\[31\]$_DFF_P_/D
      508 |       0 |     110 |       35 |      4 |    93 |   -1.250 |       -9.3 |     13 | hash.p3_cap\[31\]$_DFF_P_/D
     509* |       0 |     110 |       35 |      4 |    93 |   -1.250 |       -9.3 |     21 | hash.p3_cap\[31\]$_DFF_P_/D
     510* |       0 |     110 |       35 |      4 |    93 |   -1.250 |       -9.3 |     21 | hash.p3_cap\[31\]$_DFF_P_/D
     510* |       0 |     110 |       35 |      4 |    93 |   -1.250 |       -9.3 |     21 | hash.p3_cap\[31\]$_DFF_P_/D
     511* |       0 |     110 |       35 |      4 |    93 |   -1.250 |       -9.3 |     21 | hash.p3_cap\[31\]$_DFF_P_/D
     512* |       0 |     110 |       35 |      4 |    93 |   -1.250 |       -9.3 |     21 | hash.p3_cap\[31\]$_DFF_P_/D
     513* |       0 |     110 |       35 |      4 |    93 |   -1.250 |       -9.3 |     21 | hash.p3_cap\[31\]$_DFF_P_/D
     514* |       0 |     110 |       35 |      4 |    93 |   -1.250 |       -9.3 |     21 | hash.p3_cap\[31\]$_DFF_P_/D
     515* |       0 |     110 |       35 |      4 |    93 |   -1.250 |       -9.3 |     21 | hash.p3_cap\[31\]$_DFF_P_/D
     516* |       0 |     110 |       35 |      4 |    93 |   -1.250 |       -9.3 |     21 | hash.p3_cap\[31\]$_DFF_P_/D
     517* |       0 |     110 |       35 |      4 |    93 |   -1.250 |       -9.3 |     21 | hash.p3_cap\[31\]$_DFF_P_/D
     518* |       0 |     110 |       35 |      4 |    93 |   -1.250 |       -9.3 |     21 | hash.p3_cap\[31\]$_DFF_P_/D
     519* |       0 |     110 |       35 |      4 |    93 |   -1.250 |       -9.3 |     21 | hash.p3_cap\[31\]$_DFF_P_/D
     520* |       0 |     110 |       35 |      4 |    93 |   -1.250 |       -9.3 |     21 | hash.p3_cap\[31\]$_DFF_P_/D
     520* |       0 |     110 |       35 |      4 |    93 |   -1.250 |       -9.3 |     21 | hash.p3_cap\[31\]$_DFF_P_/D
     521* |       0 |     110 |       35 |      4 |    93 |   -1.250 |       -9.3 |     21 | hash.p3_cap\[31\]$_DFF_P_/D
     522* |       0 |     110 |       35 |      4 |    93 |   -1.250 |       -9.3 |     21 | hash.p3_cap\[31\]$_DFF_P_/D
     523* |       0 |     110 |       35 |      4 |    93 |   -1.250 |       -9.3 |     21 | hash.p3_cap\[31\]$_DFF_P_/D
     525* |       0 |     111 |       35 |      4 |    93 |   -1.250 |       -9.3 |     21 | hash.p3_cap\[31\]$_DFF_P_/D
     526* |       0 |     111 |       35 |      4 |    93 |   -1.250 |       -9.3 |     21 | hash.p3_cap\[31\]$_DFF_P_/D
     527* |       0 |     111 |       35 |      4 |    93 |   -1.250 |       -9.3 |     21 | hash.p3_cap\[31\]$_DFF_P_/D
     528* |       0 |     111 |       35 |      4 |    93 |   -1.250 |       -9.3 |     21 | hash.p3_cap\[31\]$_DFF_P_/D
     529* |       0 |     111 |       35 |      4 |    93 |   -1.250 |       -9.3 |     21 | hash.p3_cap\[31\]$_DFF_P_/D
     530* |       0 |     111 |       35 |      4 |    93 |   -1.250 |       -9.3 |     21 | hash.p3_cap\[31\]$_DFF_P_/D
     532* |       0 |     113 |       35 |      4 |    93 |   -1.250 |       -9.3 |     19 | hash.p3_cap\[31\]$_DFF_P_/D
    final |       0 |     113 |       35 |      4 |    93 |   -1.250 |       -9.3 |     19 | hash.p3_cap\[31\]$_DFF_P_/D
---------------------------------------------------------------------------------------------------
[INFO RSZ-0045] Inserted 21 buffers, 1 to split loads.
[INFO RSZ-0041] Resized 113 instances.
[INFO RSZ-0043] Swapped pins on 93 instances.
[INFO RSZ-0049] Cloned 4 instances.
[WARNING RSZ-0062] Unable to repair all setup violations.
[INFO RSZ-0033] No hold violations found.
Placement Analysis
---------------------------------
total displacement        666.7 u
average displacement        0.0 u
max displacement           10.1 u
original HPWL          673655.3 u
legalized HPWL         674282.2 u
delta HPWL                    0 %

Repair antennas...
[INFO GRT-0012] Found 76 antenna violations.
[INFO GRT-0302] Inserted 38 jumpers for 38 nets.
[INFO GRT-0012] Found 39 antenna violations.
[INFO GRT-0015] Inserted 142 diodes.
[INFO GRT-0012] Found 6 antenna violations.
[INFO GRT-0302] Inserted 1 jumpers for 1 nets.
[INFO GRT-0012] Found 5 antenna violations.
[INFO GRT-0015] Inserted 27 diodes.
[INFO GRT-0012] Found 0 antenna violations.
[INFO ANT-0002] Found 0 net violations.
[INFO ANT-0001] Found 0 pin violations.
Estimate parasitics...
Report metrics stage 5, global route...

==========================================================================
global route report_design_area
--------------------------------------------------------------------------
Design area 269328 u^2 63% utilization.
[INFO FLW-0007] clock core_clock period 10.000000
[INFO FLW-0008] Clock core_clock period 10.803
[INFO FLW-0009] Clock core_clock slack -1.372
[INFO FLW-0011] Path endpoint count 5817
Elapsed time: 1:26.21[h:]min:sec. CPU time: user 325.04 sys 0.76 (377%). Peak memory: 1086936KB.
