OpenROAD v2.0-17941-g7fb347f37 
Features included (+) or not (-): +GPU +GUI +Python
This program is licensed under the BSD-3 license. See the LICENSE file for details.
Components of this program may be licensed under more restrictive licenses which must be honored.
[INFO ORD-0030] Using 8 thread(s).
global_route -congestion_report_file ./reports/sky130hd/sha256_unrolled_pipelined/base/congestion.rpt -congestion_iterations 30 -congestion_report_iter_step 5 -verbose
[INFO GRT-0020] Min routing layer: met1
[INFO GRT-0021] Max routing layer: met5
[INFO GRT-0022] Global adjustment: 0%
[INFO GRT-0023] Grid origin: (0, 0)
[INFO GRT-0043] No OR_DEFAULT vias defined.
[INFO GRT-0088] Layer li1     Track-Pitch = 0.4600  line-2-Via Pitch: 0.3400
[INFO GRT-0088] Layer met1    Track-Pitch = 0.3400  line-2-Via Pitch: 0.3400
[INFO GRT-0088] Layer met2    Track-Pitch = 0.4600  line-2-Via Pitch: 0.3500
[INFO GRT-0088] Layer met3    Track-Pitch = 0.6800  line-2-Via Pitch: 0.6150
[INFO GRT-0088] Layer met4    Track-Pitch = 0.9200  line-2-Via Pitch: 1.0400
[INFO GRT-0088] Layer met5    Track-Pitch = 3.4000  line-2-Via Pitch: 3.1100
[INFO GRT-0019] Found 334 clock nets.
[INFO GRT-0001] Minimum degree: 2
[INFO GRT-0002] Maximum degree: 257
[INFO GRT-0003] Macros: 0
[INFO GRT-0043] No OR_DEFAULT vias defined.
[INFO GRT-0004] Blockages: 130190

[INFO GRT-0053] Routing resources analysis:
          Routing      Original      Derated      Resource
Layer     Direction    Resources     Resources    Reduction (%)
---------------------------------------------------------------
li1        Vertical            0             0          0.00%
met1       Horizontal     163530         56217          65.62%
met2       Vertical       122580         80189          34.58%
met3       Horizontal      81720         59237          27.51%
met4       Vertical        49230         28747          41.61%
met5       Horizontal      16290          8012          50.82%
---------------------------------------------------------------

[INFO GRT-0101] Running extra iterations to remove overflow.
[INFO GRT-0197] Via related to pin nodes: 130687
[INFO GRT-0198] Via related Steiner nodes: 4694
[INFO GRT-0199] Via filling finished.
[INFO GRT-0111] Final number of vias: 176963
[INFO GRT-0112] Final usage 3D: 672051

[INFO GRT-0096] Final congestion report:
Layer         Resource        Demand        Usage (%)    Max H / Max V / Total Overflow
---------------------------------------------------------------------------------------
li1                  0             0            0.00%             0 /  0 /  0
met1             56217         34360           61.12%             0 /  0 /  0
met2             80189         57247           71.39%             0 /  0 /  0
met3             59237         31797           53.68%             0 /  0 /  0
met4             28747         14589           50.75%             0 /  0 /  0
met5              8012          3169           39.55%             0 /  0 /  0
---------------------------------------------------------------------------------------
Total           232402        141162           60.74%             0 /  0 /  0

[INFO GRT-0018] Total wirelength: 1391847 um
[INFO GRT-0014] Routed nets: 17916
Perform buffer insertion and gate resizing...
repair_design 
[INFO RSZ-0058] Using max wire length 2154um.
Placement Analysis
---------------------------------
total displacement          0.0 u
average displacement        0.0 u
max displacement            0.0 u
original HPWL          705257.0 u
legalized HPWL         705257.0 u
delta HPWL                    0 %

Repair setup and hold violations...
repair_timing -verbose -setup_margin 0 -hold_margin 0 -repair_tns 100
[INFO RSZ-0094] Found 112 endpoints with setup violations.
[INFO RSZ-0099] Repairing 112 out of 112 (100.00%) violating endpoints...
   Iter   | Removed | Resized | Inserted | Cloned |  Pin  |    WNS   |   TNS      |  Viol  | Worst
      200 |      13 |      25 |       11 |      0 |    53 |   -1.103 |      -18.0 |    108 | hash.p3_cap\[31\]$_DFF_P_/D
      210 |      13 |      27 |       11 |      0 |    60 |   -1.103 |      -18.1 |    108 | hash.p3_cap\[31\]$_DFF_P_/D
      219 |      13 |      31 |       11 |      0 |    63 |   -1.103 |      -17.8 |    108 | hash.p3_cap\[31\]$_DFF_P_/D
      220 |      13 |      31 |       11 |      0 |    63 |   -1.103 |      -17.8 |    108 | hash.p3_cap\[31\]$_DFF_P_/D
      222 |      13 |      31 |       11 |      0 |    63 |   -1.103 |      -17.8 |    108 | hash.p3_cap\[31\]$_DFF_P_/D
      230 |      13 |      37 |       11 |      0 |    64 |   -1.152 |      -18.0 |    108 | hash.p3_cap\[31\]$_DFF_P_/D
      237 |      13 |      32 |       11 |      0 |    63 |   -1.103 |      -17.8 |    108 | hash.p3_cap\[31\]$_DFF_P_/D
      240 |      13 |      33 |       11 |      0 |    64 |   -1.111 |      -17.9 |    108 | hash.p3_cap\[31\]$_DFF_P_/D
      244 |      13 |      32 |       11 |      0 |    64 |   -1.103 |      -17.8 |    108 | hash.p3_cap\[31\]$_DFF_P_/D
      248 |      13 |      32 |       11 |      0 |    64 |   -1.103 |      -17.8 |    108 | hash.p3_cap\[31\]$_DFF_P_/D
      250 |      13 |      32 |       11 |      0 |    65 |   -1.103 |      -17.8 |    108 | hash.p3_cap\[31\]$_DFF_P_/D
      255 |      13 |      32 |       11 |      0 |    64 |   -1.103 |      -17.8 |    108 | hash.p3_cap\[31\]$_DFF_P_/D
      260 |      13 |      32 |       13 |      0 |    67 |   -1.103 |      -17.3 |    108 | hash.p3_cap\[31\]$_DFF_P_/D
      270 |      13 |      37 |       18 |      0 |    71 |   -1.103 |      -16.5 |    108 | hash.p3_cap\[31\]$_DFF_P_/D
      280 |      13 |      41 |       18 |      0 |    77 |   -1.103 |      -16.5 |    108 | hash.p3_cap\[31\]$_DFF_P_/D
      290 |      13 |      46 |       18 |      0 |    82 |   -1.103 |      -16.5 |    108 | hash.p3_cap\[31\]$_DFF_P_/D
      300 |      13 |      51 |       18 |      0 |    87 |   -1.103 |      -16.4 |    108 | hash.p3_cap\[31\]$_DFF_P_/D
      310 |      13 |      53 |       22 |      0 |    94 |   -1.103 |      -15.9 |    107 | hash.p3_cap\[31\]$_DFF_P_/D
      310 |      13 |      53 |       22 |      0 |    94 |   -1.103 |      -15.9 |    106 | hash.p3_cap\[31\]$_DFF_P_/D
      319 |      13 |      53 |       22 |      0 |    94 |   -1.103 |      -15.9 |    106 | hash.p3_cap\[31\]$_DFF_P_/D
      320 |      13 |      53 |       22 |      0 |    94 |   -1.103 |      -15.9 |    106 | hash.p3_cap\[31\]$_DFF_P_/D
      328 |      13 |      57 |       26 |      0 |    97 |   -1.103 |      -15.5 |    104 | hash.p3_cap\[31\]$_DFF_P_/D
      330 |      13 |      58 |       26 |      0 |    97 |   -1.097 |      -15.4 |    104 | hash.p3_cap\[31\]$_DFF_P_/D
      334 |      13 |      58 |       26 |      0 |    97 |   -1.097 |      -15.4 |    104 | hash.p3_cap\[31\]$_DFF_P_/D
      336 |      13 |      58 |       26 |      1 |    97 |   -1.097 |      -14.1 |    102 | hash.p3_cap\[31\]$_DFF_P_/D
      337 |      13 |      58 |       26 |      1 |    97 |   -1.097 |      -14.1 |    101 | hash.p3_cap\[31\]$_DFF_P_/D
      338 |      13 |      58 |       26 |      1 |    97 |   -1.097 |      -14.1 |    100 | hash.p3_cap\[31\]$_DFF_P_/D
      339 |      13 |      58 |       26 |      1 |    97 |   -1.097 |      -14.1 |     99 | hash.p3_cap\[31\]$_DFF_P_/D
      340 |      13 |      58 |       26 |      1 |    97 |   -1.097 |      -14.1 |     99 | hash.p3_cap\[31\]$_DFF_P_/D
      340 |      13 |      58 |       26 |      1 |    97 |   -1.097 |      -14.1 |     98 | hash.p3_cap\[31\]$_DFF_P_/D
      341 |      13 |      58 |       26 |      1 |    97 |   -1.097 |      -14.1 |     98 | hash.p3_cap\[31\]$_DFF_P_/D
      342 |      13 |      58 |       26 |      1 |    97 |   -1.097 |      -14.1 |     97 | hash.p3_cap\[31\]$_DFF_P_/D
      343 |      13 |      58 |       26 |      1 |    97 |   -1.097 |      -14.1 |     96 | hash.p3_cap\[31\]$_DFF_P_/D
      344 |      13 |      58 |       26 |      1 |    97 |   -1.097 |      -14.1 |     95 | hash.p3_cap\[31\]$_DFF_P_/D
      345 |      13 |      58 |       26 |      1 |    97 |   -1.097 |      -14.1 |     94 | hash.p3_cap\[31\]$_DFF_P_/D
      346 |      13 |      58 |       26 |      1 |    97 |   -1.097 |      -14.1 |     93 | hash.p3_cap\[31\]$_DFF_P_/D
      348 |      13 |      58 |       26 |      2 |    97 |   -1.097 |      -14.6 |     91 | hash.p3_cap\[31\]$_DFF_P_/D
      349 |      13 |      58 |       26 |      2 |    97 |   -1.097 |      -14.6 |     90 | hash.p3_cap\[31\]$_DFF_P_/D
      350 |      13 |      58 |       26 |      2 |    97 |   -1.097 |      -14.6 |     90 | hash.p3_cap\[31\]$_DFF_P_/D
      351 |      13 |      59 |       26 |      2 |    97 |   -1.097 |      -14.6 |     88 | hash.p3_cap\[31\]$_DFF_P_/D
      352 |      13 |      59 |       26 |      2 |    97 |   -1.097 |      -14.6 |     87 | hash.p3_cap\[31\]$_DFF_P_/D
      353 |      13 |      59 |       26 |      2 |    97 |   -1.097 |      -14.6 |     86 | hash.p3_cap\[31\]$_DFF_P_/D
      354 |      13 |      59 |       26 |      2 |    97 |   -1.097 |      -14.6 |     85 | hash.p3_cap\[31\]$_DFF_P_/D
      355 |      13 |      59 |       26 |      2 |    97 |   -1.097 |      -14.6 |     84 | hash.p3_cap\[31\]$_DFF_P_/D
      356 |      13 |      59 |       26 |      2 |    97 |   -1.097 |      -14.6 |     83 | hash.p3_cap\[31\]$_DFF_P_/D
      357 |      13 |      59 |       26 |      2 |    97 |   -1.097 |      -14.6 |     82 | hash.p3_cap\[31\]$_DFF_P_/D
      358 |      13 |      59 |       26 |      2 |    97 |   -1.097 |      -14.6 |     81 | hash.p3_cap\[31\]$_DFF_P_/D
      359 |      13 |      59 |       26 |      2 |    97 |   -1.097 |      -14.6 |     80 | hash.p3_cap\[31\]$_DFF_P_/D
      360 |      13 |      59 |       26 |      2 |    97 |   -1.097 |      -14.6 |     80 | hash.p3_cap\[31\]$_DFF_P_/D
      360 |      13 |      59 |       26 |      2 |    97 |   -1.097 |      -14.6 |     79 | hash.p3_cap\[31\]$_DFF_P_/D
      361 |      13 |      59 |       26 |      2 |    97 |   -1.097 |      -14.6 |     78 | hash.p3_cap\[31\]$_DFF_P_/D
      362 |      13 |      59 |       26 |      2 |    97 |   -1.097 |      -14.6 |     77 | hash.p3_cap\[31\]$_DFF_P_/D
      363 |      13 |      59 |       26 |      2 |    97 |   -1.097 |      -14.6 |     76 | hash.p3_cap\[31\]$_DFF_P_/D
      364 |      13 |      59 |       26 |      2 |    97 |   -1.097 |      -14.6 |     75 | hash.p3_cap\[31\]$_DFF_P_/D
      365 |      13 |      59 |       26 |      2 |    97 |   -1.097 |      -14.6 |     74 | hash.p3_cap\[31\]$_DFF_P_/D
      366 |      13 |      59 |       26 |      2 |    97 |   -1.097 |      -14.6 |     73 | hash.p3_cap\[31\]$_DFF_P_/D
      367 |      13 |      59 |       26 |      2 |    97 |   -1.097 |      -14.6 |     72 | hash.p3_cap\[31\]$_DFF_P_/D
      368 |      13 |      59 |       26 |      2 |    97 |   -1.097 |      -14.6 |     71 | hash.p3_cap\[31\]$_DFF_P_/D
      369 |      13 |      59 |       26 |      2 |    97 |   -1.097 |      -14.6 |     70 | hash.p3_cap\[31\]$_DFF_P_/D
      370 |      13 |      59 |       26 |      2 |    97 |   -1.097 |      -14.6 |     70 | hash.p3_cap\[31\]$_DFF_P_/D
      371 |      13 |      60 |       26 |      2 |    97 |   -1.097 |      -11.0 |     68 | hash.p3_cap\[31\]$_DFF_P_/D
      372 |      13 |      60 |       26 |      2 |    97 |   -1.097 |      -11.0 |     67 | hash.p3_cap\[31\]$_DFF_P_/D
      373 |      13 |      60 |       26 |      2 |    97 |   -1.097 |      -11.0 |     66 | hash.p3_cap\[31\]$_DFF_P_/D
      374 |      13 |      60 |       26 |      2 |    97 |   -1.097 |      -11.0 |     65 | hash.p3_cap\[31\]$_DFF_P_/D
      375 |      13 |      60 |       26 |      2 |    97 |   -1.097 |      -11.0 |     64 | hash.p3_cap\[31\]$_DFF_P_/D
      376 |      13 |      60 |       26 |      2 |    97 |   -1.097 |      -11.0 |     63 | hash.p3_cap\[31\]$_DFF_P_/D
      377 |      13 |      60 |       26 |      2 |    97 |   -1.097 |      -11.0 |     62 | hash.p3_cap\[31\]$_DFF_P_/D
      378 |      13 |      60 |       26 |      2 |    97 |   -1.097 |      -11.0 |     61 | hash.p3_cap\[31\]$_DFF_P_/D
      379 |      13 |      60 |       26 |      2 |    97 |   -1.097 |      -11.0 |     60 | hash.p3_cap\[31\]$_DFF_P_/D
      380 |      13 |      60 |       26 |      2 |    97 |   -1.097 |      -11.0 |     60 | hash.p3_cap\[31\]$_DFF_P_/D
      380 |      13 |      60 |       26 |      2 |    97 |   -1.097 |      -11.0 |     59 | hash.p3_cap\[31\]$_DFF_P_/D
      381 |      13 |      60 |       26 |      2 |    97 |   -1.097 |      -11.0 |     58 | hash.p3_cap\[31\]$_DFF_P_/D
      382 |      13 |      60 |       26 |      2 |    97 |   -1.097 |      -11.0 |     57 | hash.p3_cap\[31\]$_DFF_P_/D
      383 |      13 |      60 |       26 |      2 |    97 |   -1.097 |      -11.0 |     56 | hash.p3_cap\[31\]$_DFF_P_/D
      384 |      13 |      60 |       26 |      2 |    97 |   -1.097 |      -11.0 |     55 | hash.p3_cap\[31\]$_DFF_P_/D
      385 |      13 |      60 |       26 |      2 |    97 |   -1.097 |      -11.0 |     54 | hash.p3_cap\[31\]$_DFF_P_/D
      386 |      13 |      60 |       26 |      2 |    97 |   -1.097 |      -11.0 |     53 | hash.p3_cap\[31\]$_DFF_P_/D
      387 |      13 |      60 |       26 |      2 |    97 |   -1.097 |      -11.0 |     52 | hash.p3_cap\[31\]$_DFF_P_/D
      388 |      13 |      60 |       26 |      2 |    97 |   -1.097 |      -11.0 |     51 | hash.p3_cap\[31\]$_DFF_P_/D
      389 |      13 |      60 |       26 |      2 |    97 |   -1.097 |      -11.0 |     50 | hash.p3_cap\[31\]$_DFF_P_/D
      390 |      13 |      60 |       26 |      2 |    97 |   -1.097 |      -11.0 |     50 | hash.p3_cap\[31\]$_DFF_P_/D
      391 |      13 |      60 |       26 |      3 |    97 |   -1.097 |      -10.6 |     48 | hash.p3_cap\[31\]$_DFF_P_/D
      392 |      13 |      60 |       26 |      3 |    97 |   -1.097 |      -10.6 |     47 | hash.p3_cap\[31\]$_DFF_P_/D
      393 |      13 |      60 |       26 |      3 |    97 |   -1.097 |      -10.6 |     46 | hash.p3_cap\[31\]$_DFF_P_/D
      394 |      13 |      60 |       26 |      3 |    97 |   -1.097 |      -10.6 |     45 | hash.p3_cap\[31\]$_DFF_P_/D
      395 |      13 |      60 |       26 |      3 |    97 |   -1.097 |      -10.6 |     44 | hash.p3_cap\[31\]$_DFF_P_/D
      396 |      13 |      60 |       26 |      3 |    97 |   -1.097 |      -10.6 |     43 | hash.p3_cap\[31\]$_DFF_P_/D
      397 |      13 |      60 |       26 |      3 |    97 |   -1.097 |      -10.6 |     42 | hash.p3_cap\[31\]$_DFF_P_/D
      398 |      13 |      60 |       26 |      3 |    97 |   -1.097 |      -10.6 |     41 | hash.p3_cap\[31\]$_DFF_P_/D
      399 |      13 |      60 |       26 |      3 |    97 |   -1.097 |      -10.6 |     40 | hash.p3_cap\[31\]$_DFF_P_/D
      400 |      13 |      60 |       26 |      3 |    97 |   -1.097 |      -10.6 |     40 | hash.p3_cap\[31\]$_DFF_P_/D
      400 |      13 |      60 |       26 |      3 |    97 |   -1.097 |      -10.6 |     39 | hash.p3_cap\[31\]$_DFF_P_/D
      401 |      13 |      60 |       26 |      3 |    97 |   -1.097 |      -10.6 |     38 | hash.p3_cap\[31\]$_DFF_P_/D
      402 |      13 |      60 |       26 |      3 |    97 |   -1.097 |      -10.6 |     37 | hash.p3_cap\[31\]$_DFF_P_/D
      403 |      13 |      60 |       26 |      3 |    97 |   -1.097 |      -10.6 |     36 | hash.p3_cap\[31\]$_DFF_P_/D
      404 |      13 |      60 |       26 |      3 |    97 |   -1.097 |      -10.6 |     35 | hash.p3_cap\[31\]$_DFF_P_/D
      405 |      13 |      60 |       26 |      3 |    97 |   -1.097 |      -10.6 |     34 | hash.p3_cap\[31\]$_DFF_P_/D
      406 |      13 |      60 |       26 |      3 |    97 |   -1.097 |      -10.6 |     33 | hash.p3_cap\[31\]$_DFF_P_/D
      408 |      13 |      61 |       26 |      3 |    97 |   -1.097 |       -8.4 |     31 | hash.p3_cap\[31\]$_DFF_P_/D
      409 |      13 |      61 |       26 |      3 |    97 |   -1.097 |       -8.4 |     30 | hash.p3_cap\[31\]$_DFF_P_/D
      410 |      13 |      61 |       26 |      3 |    97 |   -1.097 |       -8.4 |     30 | hash.p3_cap\[31\]$_DFF_P_/D
      410 |      13 |      61 |       26 |      3 |    97 |   -1.097 |       -8.4 |     29 | hash.p3_cap\[31\]$_DFF_P_/D
      411 |      13 |      61 |       26 |      3 |    97 |   -1.097 |       -8.4 |     28 | hash.p3_cap\[31\]$_DFF_P_/D
      412 |      13 |      61 |       26 |      3 |    97 |   -1.097 |       -8.4 |     27 | hash.p3_cap\[31\]$_DFF_P_/D
      413 |      13 |      61 |       26 |      3 |    97 |   -1.097 |       -8.4 |     26 | hash.p3_cap\[31\]$_DFF_P_/D
      414 |      13 |      61 |       26 |      3 |    97 |   -1.097 |       -8.4 |     25 | hash.p3_cap\[31\]$_DFF_P_/D
      415 |      13 |      61 |       26 |      3 |    97 |   -1.097 |       -8.4 |     24 | hash.p3_cap\[31\]$_DFF_P_/D
      416 |      13 |      61 |       26 |      3 |    97 |   -1.097 |       -8.4 |     23 | hash.p3_cap\[31\]$_DFF_P_/D
      417 |      13 |      61 |       26 |      3 |    97 |   -1.097 |       -8.4 |     22 | hash.p3_cap\[31\]$_DFF_P_/D
      418 |      13 |      61 |       26 |      3 |    97 |   -1.097 |       -8.4 |     21 | hash.p3_cap\[31\]$_DFF_P_/D
      419 |      13 |      61 |       26 |      3 |    97 |   -1.097 |       -8.4 |     20 | hash.p3_cap\[31\]$_DFF_P_/D
      420 |      13 |      61 |       26 |      3 |    97 |   -1.097 |       -8.4 |     20 | hash.p3_cap\[31\]$_DFF_P_/D
      420 |      13 |      61 |       26 |      3 |    97 |   -1.097 |       -8.4 |     19 | hash.p3_cap\[31\]$_DFF_P_/D
      421 |      13 |      61 |       26 |      3 |    97 |   -1.097 |       -8.4 |     18 | hash.p3_cap\[31\]$_DFF_P_/D
      422 |      13 |      61 |       26 |      3 |    97 |   -1.097 |       -8.4 |     17 | hash.p3_cap\[31\]$_DFF_P_/D
      423 |      13 |      61 |       26 |      3 |    97 |   -1.097 |       -8.4 |     16 | hash.p3_cap\[31\]$_DFF_P_/D
      424 |      13 |      61 |       26 |      3 |    97 |   -1.097 |       -8.4 |     15 | hash.p3_cap\[31\]$_DFF_P_/D
      425 |      13 |      61 |       26 |      3 |    97 |   -1.097 |       -8.4 |     14 | hash.p3_cap\[31\]$_DFF_P_/D
      426 |      13 |      61 |       26 |      3 |    97 |   -1.097 |       -8.4 |     13 | hash.p3_cap\[31\]$_DFF_P_/D
      428 |      13 |      61 |       26 |      4 |    97 |   -1.097 |       -8.4 |     11 | hash.p3_cap\[31\]$_DFF_P_/D
      429 |      13 |      61 |       26 |      4 |    97 |   -1.097 |       -8.4 |     10 | hash.p3_cap\[31\]$_DFF_P_/D
      430 |      13 |      61 |       26 |      4 |    97 |   -1.097 |       -8.4 |     10 | hash.p3_cap\[31\]$_DFF_P_/D
      430 |      13 |      61 |       26 |      4 |    97 |   -1.097 |       -8.4 |      9 | hash.p3_cap\[31\]$_DFF_P_/D
     430* |      13 |      61 |       26 |      4 |    97 |   -1.097 |       -8.4 |     25 | hash.p3_cap\[31\]$_DFF_P_/D
     431* |      13 |      61 |       26 |      4 |    97 |   -1.097 |       -8.4 |     25 | hash.p3_cap\[31\]$_DFF_P_/D
     432* |      13 |      61 |       26 |      4 |    97 |   -1.097 |       -8.4 |     25 | hash.p3_cap\[31\]$_DFF_P_/D
     433* |      13 |      61 |       26 |      4 |    97 |   -1.097 |       -8.4 |     25 | hash.p3_cap\[31\]$_DFF_P_/D
